센서,온도,습도,베터리,업데이트 시간
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 00:10:05.838501
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-22 00:00:06.188092
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-21 23:50:06.614804
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-21 23:40:05.760076
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-21 23:30:06.286060
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-21 23:20:05.753718
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-21 23:10:06.384014
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-21 23:00:06.660153
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-21 22:50:05.589992
내부 좌측-1번-무위사,30.0,66.0,100.0,2022-08-21 22:40:06.248404
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 22:30:06.104910
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 22:20:05.761428
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 22:10:06.330288
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 22:00:06.542926
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 21:50:05.796947
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 21:40:05.962180
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 21:30:06.068528
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 21:20:05.770517
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 21:10:06.126144
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 21:00:06.442209
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 20:50:06.353510
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 20:40:06.409505
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 20:30:07.238846
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 20:20:05.955222
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 20:10:06.228440
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 20:00:06.735625
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 19:50:05.960562
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 19:40:05.716410
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 19:30:06.263724
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 19:20:05.849381
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 19:10:05.737824
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 19:00:06.715731
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 18:50:05.652036
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 18:40:05.827669
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 18:30:06.121049
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 18:20:05.704117
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 18:10:05.730417
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 18:00:06.206240
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 17:50:05.876346
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 17:40:05.603925
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 17:30:05.957322
내부 좌측-1번-무위사,31.0,66.0,100.0,2022-08-21 17:20:05.983572
내부 좌측-1번-무위사,30.0,68.0,100.0,2022-08-21 17:10:06.816763
내부 좌측-1번-무위사,30.0,68.0,100.0,2022-08-21 17:00:05.741774
내부 좌측-1번-무위사,30.0,68.0,100.0,2022-08-21 16:50:05.974973
내부 좌측-1번-무위사,30.0,68.0,100.0,2022-08-21 16:40:06.455238
내부 좌측-1번-무위사,30.0,68.0,100.0,2022-08-21 16:30:05.693926
내부 좌측-1번-무위사,30.0,68.0,100.0,2022-08-21 16:20:06.177416
내부 좌측-1번-무위사,30.0,68.0,100.0,2022-08-21 16:10:06.516891
내부 좌측-1번-무위사,30.0,68.0,100.0,2022-08-21 16:00:06.618278
