,tm,ta,rn,ws,wd,hm
135,2021-03-22 15:00:00,12.3,0.0,5.7,270,37
136,2021-03-22 16:00:00,11.9,0.0,5.9,270,36
137,2021-03-22 17:00:00,10.9,0.0,7.0,270,41
138,2021-03-22 18:00:00,10.2,0.0,4.2,290,36
139,2021-03-22 19:00:00,9.1,0.0,3.1,290,52
140,2021-03-22 20:00:00,8.4,0.0,3.1,270,63
141,2021-03-22 21:00:00,8.2,0.0,2.8,270,66
142,2021-03-22 22:00:00,7.5,0.0,2.0,250,70
143,2021-03-22 23:00:00,7.2,0.0,1.9,250,74
144,2021-03-23 00:00:00,7.1,0.0,2.2,270,76
145,2021-03-23 01:00:00,4.5,0.0,0.3,0,86
146,2021-03-23 02:00:00,4.1,0.0,1.1,160,89
147,2021-03-23 03:00:00,4.0,0.0,0.3,0,89
148,2021-03-23 04:00:00,3.0,0.0,0.5,50,91
149,2021-03-23 05:00:00,2.3,0.0,0.2,0,93
150,2021-03-23 06:00:00,2.0,0.0,0.4,0,95
151,2021-03-23 07:00:00,1.8,0.0,0.3,0,96
152,2021-03-23 08:00:00,4.0,0.0,0.0,0,88
153,2021-03-23 09:00:00,7.8,0.0,0.4,0,78
154,2021-03-23 10:00:00,11.9,0.0,2.3,200,59
155,2021-03-23 11:00:00,13.8,0.0,4.3,270,50
156,2021-03-23 12:00:00,14.7,0.0,5.0,270,46
157,2021-03-23 13:00:00,15.9,0.0,4.5,250,39
158,2021-03-23 14:00:00,16.4,0.0,5.0,270,40
159,2021-03-23 15:00:00,16.2,0.0,4.0,270,37
160,2021-03-23 16:00:00,15.4,0.0,4.0,270,43
161,2021-03-23 17:00:00,14.9,0.0,3.9,270,39
162,2021-03-23 18:00:00,14.0,0.0,3.1,270,39
163,2021-03-23 19:00:00,12.4,0.0,2.5,270,47
164,2021-03-23 20:00:00,10.8,0.0,2.0,270,57
165,2021-03-23 21:00:00,8.0,0.0,1.2,50,70
166,2021-03-23 22:00:00,6.3,0.0,0.4,0,80
167,2021-03-23 23:00:00,5.5,0.0,0.0,0,85
168,2021-03-24 00:00:00,5.2,0.0,0.3,0,86
169,2021-03-24 01:00:00,4.4,0.0,0.0,0,90
170,2021-03-24 02:00:00,3.7,0.0,0.4,0,93
171,2021-03-24 03:00:00,3.1,0.0,0.7,90,93
172,2021-03-24 04:00:00,3.2,0.0,0.3,0,94
173,2021-03-24 05:00:00,2.9,0.0,0.1,0,96
174,2021-03-24 06:00:00,2.4,0.0,0.5,90,96
175,2021-03-24 07:00:00,2.8,0.0,0.6,290,95
176,2021-03-24 08:00:00,4.6,0.0,0.4,0,91
177,2021-03-24 09:00:00,6.9,0.0,0.2,0,83
178,2021-03-24 10:00:00,9.1,0.0,1.0,250,76
179,2021-03-24 11:00:00,13.5,0.0,0.6,90,57
180,2021-03-24 12:00:00,14.5,0.0,2.2,200,53
181,2021-03-24 13:00:00,15.0,0.0,2.8,200,48
182,2021-03-24 14:00:00,15.7,0.0,2.9,200,40
183,2021-03-24 15:00:00,16.4,0.0,2.2,180,38
184,2021-03-24 16:00:00,16.1,0.0,1.8,200,48
185,2021-03-24 17:00:00,15.7,0.0,2.0,200,50
186,2021-03-24 18:00:00,14.7,0.0,2.0,200,63
187,2021-03-24 19:00:00,13.5,0.0,1.0,200,72
188,2021-03-24 20:00:00,11.4,0.0,0.3,0,79
189,2021-03-24 21:00:00,9.8,0.0,1.3,140,85
190,2021-03-24 22:00:00,9.7,0.0,1.8,110,87
191,2021-03-24 23:00:00,8.8,0.0,0.2,0,89
192,2021-03-25 00:00:00,7.6,0.0,0.7,340,93
